name,section,query,name,name_desc,desc,lib,return_vals,env,files,exit_status,diagnostics,errors,md5_hash,machine,total_score
boot,8,system,0.000000,0.025567,0.000020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.019179,0.000019,0.000000,0.000000,0.000000,0.000056,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.019179,0.000006,0.000000,0.000000,0.000000,0.000069,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.019179,0.000016,0.000000,0.000000,0.000000,0.000022,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.019179,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000020,0.000000,0.000000,0.000000,0.000237,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000011,0.000000,0.000000,0.000000,0.000237,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000010,0.000000,0.000000,0.000000,0.000237,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000000,0.000000,0.000000,0.000000,0.000237,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000009,0.000000,0.000000,0.000000,0.000133,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000014,0.000000,0.000000,0.000000,0.000065,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000018,0.000000,0.000000,0.000000,0.000059,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000020,0.000000,0.000000,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000013,0.000000,0.000000,0.000000,0.000039,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000006,0.000000,0.000000,0.000000,0.000044,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000008,0.000000,0.000000,0.000000,0.000039,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000006,0.000000,0.000000,0.000000,0.000037,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000024,0.000000,0.000000,0.000000,0.000017,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000021,0.000000,0.000000,0.000000,0.000020,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000010,0.000000,0.000000,0.000000,0.000029,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000009,0.000000,0.000000,0.000000,0.000024,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000020,0.000000,0.000000,0.000000,0.000011,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000017,0.000000,0.000000,0.000000,0.000014,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.019179,0.000019,0.000000,0.000000,0.000000,0.000056,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.019179,0.000006,0.000000,0.000000,0.000000,0.000069,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.019179,0.000016,0.000000,0.000000,0.000000,0.000022,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.019179,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000020,0.000000,0.000000,0.000000,0.000237,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000011,0.000000,0.000000,0.000000,0.000237,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000010,0.000000,0.000000,0.000000,0.000237,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000000,0.000000,0.000000,0.000000,0.000237,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000009,0.000000,0.000000,0.000000,0.000133,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000014,0.000000,0.000000,0.000000,0.000065,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000018,0.000000,0.000000,0.000000,0.000059,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000020,0.000000,0.000000,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000013,0.000000,0.000000,0.000000,0.000039,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000006,0.000000,0.000000,0.000000,0.000044,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000008,0.000000,0.000000,0.000000,0.000039,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000006,0.000000,0.000000,0.000000,0.000037,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000024,0.000000,0.000000,0.000000,0.000017,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000021,0.000000,0.000000,0.000000,0.000020,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000010,0.000000,0.000000,0.000000,0.000029,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000009,0.000000,0.000000,0.000000,0.000024,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000020,0.000000,0.000000,0.000000,0.000011,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000017,0.000000,0.000000,0.000000,0.000014,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.025567,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.019179,0.000019,0.000000,0.000000,0.000000,0.000056,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.019179,0.000006,0.000000,0.000000,0.000000,0.000069,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.019179,0.000016,0.000000,0.000000,0.000000,0.000022,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
boot,8,system,0.000000,0.019179,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.864400
wm,4,wm(4),15.883368,0.000000,0.003845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.887212
ls,1,ls,13.034917,0.000000,0.000120,0.000000,0.000000,0.020594,0.000000,0.009991,0.000000,0.000000,0.000000,0.000000,13.065621
apropos,1,apropos,18.600456,0.000000,0.004986,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.605442
useradd,8,add new user,0.000000,0.084284,0.000013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.676665
mk.conf,5,mk.conf,7.511020,0.000000,0.000560,0.000000,0.000000,0.000000,0.005930,0.000000,0.000000,0.000000,0.000000,0.000000,7.517509
useradd,8,add user,0.000000,0.084284,0.000013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.676665
socket,2,create socket,0.000000,0.054459,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000234,0.000000,0.000000,13.405924
apropos,1,search man pages,0.000000,0.152768,0.000105,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.404082
less,1,less,16.572801,0.000000,0.000109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.572910
grep,1,grep,6.789480,0.000000,0.000540,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.790020
tail,1,sed,0.000000,0.000000,0.000182,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.492056
ls,1,ls,13.034917,0.000000,0.000120,0.000000,0.000000,0.020594,0.000000,0.009991,0.000000,0.000000,0.000000,0.000000,13.065621
mkfifo,1,mkfifo,4.081548,0.000000,0.010765,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.092313
ls,1,ls,13.034917,0.000000,0.000120,0.000000,0.000000,0.020594,0.000000,0.009991,0.000000,0.000000,0.000000,0.000000,13.065621
malloc,9,malloc,4.885288,0.000000,0.000781,0.000000,0.000169,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.886239
pkg_add,1,bash,0.000000,0.000000,0.000134,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000134
stat,1,ls,0.000000,0.000000,0.000180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.065621
urtwn,4,nano,0.000000,0.000000,0.000294,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000612
mt,4,tar,0.000000,0.000000,0.000667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.414627
mtio,4,tar,0.000000,0.000000,0.000055,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.414627
mt,4,tar,0.000000,0.000000,0.000667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.414627
ts,4,tar,0.000000,0.000000,0.000472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.414627
ht,4,tar,0.000000,0.000000,0.000409,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.414627
upgt,4,tar,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001383,0.000000,0.000000,0.000000,0.000000,0.000000,7.414627
tm,4,tar,0.000000,0.000000,0.000421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.414627
tm,4,tar,0.000000,0.000000,0.000421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.414627
tu,4,vax,0.000000,0.486220,0.000438,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.169120,1.129727
compat_ultrix,8,vax,0.000000,0.390002,0.000294,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.129727
np,4,vax,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.097791,0.000000,0.000000,0.169120,1.129727
ut,4,vax,0.000000,0.000000,0.000664,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.169120,1.129727
mem,4,vax,0.000000,0.000000,0.000436,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.169120,1.129727
getbsize,3,ls,0.000000,0.000000,0.000313,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.065621
fl,4,vax,0.000000,0.000000,0.000511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.169120,1.129727
select,2,select,15.860359,0.000000,0.000084,0.000000,0.000055,0.000000,0.000000,0.000000,0.000000,0.002268,0.000000,0.000000,15.862766
select,2,select,15.860359,0.000000,0.000084,0.000000,0.000055,0.000000,0.000000,0.000000,0.000000,0.002268,0.000000,0.000000,15.862766
intro,9,intro,0.153839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.154101
memoryallocators,9,intro,0.000000,0.000000,0.000016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.154101
intro,9,intro,0.153839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.154101
cpu_idle,9,intro,0.000000,0.000000,0.000046,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.154101
rmdir,1,dir,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000151,0.000000,0.000000,0.000000,0.000000,1.130443
wpa_supplicant,8,wpa,0.000000,0.596603,0.000389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.787008
wpa_supplicant,8,wpa_supplicant,7.142005,0.000000,0.001724,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.143729
ls,1,ls,13.034917,0.000000,0.000120,0.000000,0.000000,0.020594,0.000000,0.009991,0.000000,0.000000,0.000000,0.000000,13.065621
ls,1,ls,13.034917,0.000000,0.000120,0.000000,0.000000,0.020594,0.000000,0.009991,0.000000,0.000000,0.000000,0.000000,13.065621
filedesc,9,filedesc,7.287386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.287386
intro,9,filedesc,0.000000,0.000000,0.000783,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.287386
file,9,filedesc,0.000000,0.000000,0.002344,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.287386
ls,1,ls,13.034917,0.000000,0.000120,0.000000,0.000000,0.020594,0.000000,0.009991,0.000000,0.000000,0.000000,0.000000,13.065621
ln,1,ln,12.806198,0.000000,0.001587,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.807786
ls,1,ls,13.034917,0.000000,0.000120,0.000000,0.000000,0.020594,0.000000,0.009991,0.000000,0.000000,0.000000,0.000000,13.065621
vfs,9,vfs,11.784550,0.000000,0.001767,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.786317
vnode,9,vfs,0.000000,0.000000,0.000090,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.786317
vnodeops,9,vfs,0.000000,0.000000,0.000012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.786317
vnode,9,vfs,0.000000,0.000000,0.000090,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.786317
autoconf,4,man,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011918,0.000000,0.000000,0.000000,7.606791
rump_smbfs,8,mount,0.000000,0.046141,0.000063,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.981545
mount_smbfs,8,mount,0.000000,0.036921,0.000078,0.000000,0.000000,0.000000,0.000411,0.000000,0.000000,0.000000,0.000000,0.000000,8.981545
file,1,list files,0.000000,0.000000,0.000004,0.000000,0.000000,0.000000,0.000037,0.000000,0.000000,0.000000,0.000000,0.000000,0.122902
panic,9,panic,11.612130,0.000000,0.001276,0.000000,0.001780,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.615187
ntpd,8,add new user,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.676665
UI_new,3,add new user,0.000000,0.000000,0.000053,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.676665
mkdir,1,make directory,0.000000,0.507314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.746805
ps,1,show processes,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.396199
cat,1,cat,12.547662,0.000000,0.000645,0.000000,0.000000,0.000000,0.000000,0.000740,0.000000,0.000000,0.000000,0.000000,12.549046
cat,1,cat,12.547662,0.000000,0.000645,0.000000,0.000000,0.000000,0.000000,0.000740,0.000000,0.000000,0.000000,0.000000,12.549046
ls,1,ls,13.034917,0.000000,0.000120,0.000000,0.000000,0.020594,0.000000,0.009991,0.000000,0.000000,0.000000,0.000000,13.065621
ls,1,ls,13.034917,0.000000,0.000120,0.000000,0.000000,0.020594,0.000000,0.009991,0.000000,0.000000,0.000000,0.000000,13.065621
fread,3,fread,6.982403,0.000000,0.003973,0.000000,0.000049,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.986425
lvscan,8,lvm,0.000000,0.000000,0.002239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.298581
catman,8,cat,0.000000,2.944859,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.549046
find,1,walk,0.000000,1.155918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.155918
c89,1,cc,0.000000,0.000000,0.000475,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.079079
ls,1,ls,13.034917,0.000000,0.000120,0.000000,0.000000,0.020594,0.000000,0.009991,0.000000,0.000000,0.000000,0.000000,13.065621
top,1,Top,17.336708,0.965483,0.000204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.302394
spray,8,ping,0.000000,0.000000,0.000359,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.893278
crypt,3,crypt,7.179691,0.000000,0.000435,0.136699,0.000023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.316848
ls,1,ls,13.034917,0.000000,0.000120,0.000000,0.000000,0.020594,0.000000,0.009991,0.000000,0.000000,0.000000,0.000000,13.065621
lua,1,lua,6.414531,0.721160,0.001528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.137219
lua,4,lua,6.414531,0.292620,0.003379,0.000000,0.000000,0.000000,0.008123,0.000000,0.000000,0.000000,0.000000,0.000000,7.137219
intro,3lua,lua,0.000000,0.292620,0.002829,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.137219
luactl,8,lua,0.000000,0.364898,0.002746,0.000000,0.000000,0.000000,0.008123,0.000000,0.000000,0.000000,0.000000,0.000000,7.137219
lua,1,lua,6.414531,0.721160,0.001528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.137219
ls,1,ls,13.034917,0.000000,0.000120,0.000000,0.000000,0.020594,0.000000,0.009991,0.000000,0.000000,0.000000,0.000000,13.065621
ls,1,ls,13.034917,0.000000,0.000120,0.000000,0.000000,0.020594,0.000000,0.009991,0.000000,0.000000,0.000000,0.000000,13.065621
ls,1,Ls,13.034917,0.000000,0.000120,0.000000,0.000000,0.020594,0.000000,0.009991,0.000000,0.000000,0.000000,0.000000,13.065621
iwm,4,dma,0.000000,0.728718,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.029791
iwm,4,dma,0.000000,0.728718,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.029791
fdc,4,dma,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.023959,0.000000,0.000000,0.000000,1.029791
fxp,4,dma,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005798,0.000000,0.000000,0.000000,1.029791
dh,4,dma,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003148,0.000000,0.000000,0.000000,1.029791
scsi,4,dma,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002941,0.000000,0.000000,0.000000,1.029791
gtsc,4,dma,0.000000,0.000000,0.000121,0.000000,0.000000,0.000000,0.000000,0.000000,0.002078,0.000000,0.000000,0.000000,1.029791
jemalloc,3,malloc,0.000000,0.000000,0.000162,0.000000,0.000000,0.000000,0.000000,0.000000,0.081989,0.000000,0.000000,0.000000,4.886239
rc.subr,8,rc.conf,3.655483,0.000000,0.000328,0.000000,0.000000,0.000000,0.000631,0.000000,0.000000,0.000000,0.000000,0.000000,6.960250
thinkpad,4,lenovo,0.000000,1.692100,0.028111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.720211
math,3,Math,6.771941,0.000000,0.000028,0.002704,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.774673
j0,3,Math,0.000000,0.000000,0.000147,0.002704,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.774673
ls,1,ls,13.034917,0.000000,0.000120,0.000000,0.000000,0.020594,0.000000,0.009991,0.000000,0.000000,0.000000,0.000000,13.065621
man,1,man,7.125411,0.461671,0.001114,0.000000,0.000000,0.015829,0.002766,0.000000,0.000000,0.000000,0.000000,0.000000,7.606791
man,1,man,7.125411,0.461671,0.001114,0.000000,0.000000,0.015829,0.002766,0.000000,0.000000,0.000000,0.000000,0.000000,7.606791
write,2,writev,0.000000,0.000000,0.000707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000173,0.000000,0.000000,0.001398
chflags,1,ls,0.000000,0.000000,0.000286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.065621
cat,1,Cat,12.547662,0.000000,0.000645,0.000000,0.000000,0.000000,0.000000,0.000740,0.000000,0.000000,0.000000,0.000000,12.549046
tunefs,8,tunefs,7.047727,0.000000,0.000586,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.048313
troff,1,troff,16.235263,0.250108,0.000164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.485535
which,1,which,13.845414,0.000000,0.000045,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.845459
ls,1,ls,13.034917,0.000000,0.000120,0.000000,0.000000,0.020594,0.000000,0.009991,0.000000,0.000000,0.000000,0.000000,13.065621
ls,1,ls,13.034917,0.000000,0.000120,0.000000,0.000000,0.020594,0.000000,0.009991,0.000000,0.000000,0.000000,0.000000,13.065621
fopen,3,fopen,12.780010,0.000000,0.001881,0.000000,0.000377,0.000000,0.000000,0.000000,0.000000,0.004223,0.000000,0.000000,12.786490
ksh,1,ksh,6.979493,0.000000,0.000082,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.979575
gcc,1,gcc,6.796700,0.000000,0.000021,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.796721
getsockopt,2,SIGPIPE,0.000000,0.000000,0.000038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000266
send,2,SIGPIPE,0.000000,0.000000,0.000145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000266
weekly,5,apropos,0.000000,0.000000,0.002228,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.605442
ps,1,ps,10.217565,0.000000,0.000094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.914441
find,1,find,14.760698,0.000000,0.000115,0.000000,0.000000,0.000000,0.000000,0.000162,0.000000,0.000000,0.000000,0.000000,14.760974
ls,1,list directories,0.000000,0.082083,0.000005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.122902
rc.conf,5,Rc.conf,3.994037,0.000000,0.000169,0.000000,0.000000,0.000000,0.000784,0.000000,0.000000,0.000000,0.000000,0.000000,6.960250
man,1,man,7.125411,0.461671,0.001114,0.000000,0.000000,0.015829,0.002766,0.000000,0.000000,0.000000,0.000000,0.000000,7.606791
ls,1,ls,13.034917,0.000000,0.000120,0.000000,0.000000,0.020594,0.000000,0.009991,0.000000,0.000000,0.000000,0.000000,13.065621
cut,1,Cut,6.778719,0.000000,0.000209,0.000000,0.000000,0.000000,0.000000,0.005196,0.000000,0.000000,0.000000,0.000000,6.784123
paste,1,Cut,0.000000,0.000000,0.000217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.784123
ls,1,ls,13.034917,0.000000,0.000120,0.000000,0.000000,0.020594,0.000000,0.009991,0.000000,0.000000,0.000000,0.000000,13.065621
chflags,1,ls,0.000000,0.000000,0.000286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.065621
NLS,7,gl,0.000000,0.000000,0.000338,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000338
memcpy,9,memcpy,3.872753,0.000000,0.001713,0.000000,0.000273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.874738
ls,1,Ls,13.034917,0.000000,0.000120,0.000000,0.000000,0.020594,0.000000,0.009991,0.000000,0.000000,0.000000,0.000000,13.065621
apropos,1,apropos,18.600456,0.000000,0.004986,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.605442
make,1,pwd,0.000000,0.000000,0.000052,0.000000,0.000000,0.023092,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.390049
